R:A::C:P,0 3,1 5,2 6,4
0 3,0.46875,0.28125,0.09375,0.15625
1 5,0.3548387096774194,0.41935483870967744,0.16129032258064516,0.06451612903225806
2 6,0.35714285714285715,0.25,0.32142857142857145,0.07142857142857142
4,0.25,0.0,0.5,0.25
