R:A::C:P,0 6,1,2 3,4 5
0 6,0.25142857142857145,0.18604651162790697,0.14743589743589744,0.2018348623853211
1,0.44571428571428573,0.5,0.3782051282051282,0.42201834862385323
2 3,0.2,0.26744186046511625,0.3782051282051282,0.25688073394495414
4 5,0.10285714285714286,0.046511627906976744,0.09615384615384616,0.11926605504587157
