R:A::C:P,0,1 5,2,3 6,4
0,0.3939393939393939,0.21428571428571427,0.045454545454545456,0.0,0.3333333333333333
1 5,0.45454545454545453,0.6190476190476191,0.45454545454545453,0.4117647058823529,0.3333333333333333
2,0.12121212121212122,0.16666666666666666,0.4090909090909091,0.29411764705882354,0.16666666666666666
3 6,0.0,0.0,0.045454545454545456,0.23529411764705882,0.08333333333333333
4,0.030303030303030304,0.0,0.045454545454545456,0.058823529411764705,0.08333333333333333
