R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.631578947368421,0.20647773279352227,0.06072874493927125
4 6,0.04048582995951417,0.024291497975708502,0.004048582995951417
5,0.02834008097165992,0.004048582995951417,0.0
