R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.7027027027027027,0.22972972972972974,0.06756756756756757
4 6,0.5882352941176471,0.35294117647058826,0.058823529411764705
5,0.875,0.125,0.0
