R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.9017341040462428,0.8793103448275862,0.9375
4 6,0.057803468208092484,0.10344827586206896,0.0625
5,0.04046242774566474,0.017241379310344827,0.0
