name,overall,average,f1,mcc
0-1-234-5-6,0.31370038412291934,0.280280926260341,0.2605721610742831,0.09383107343295143
0-1-2-3-456,0.30089628681177977,0.2838974195603695,0.25949451178833344,0.09836686638237145
0-1-23-45-6,0.2791293213828425,0.28378765440409276,0.25921729095475127,0.09555356401731634
01-23-4-5-6,0.3508322663252241,0.26782764633070283,0.25615750045047514,0.0895895226907457
0-1-23-4-56,0.28681177976952626,0.27605144849423413,0.255088919117567,0.08887630347384659
01-2-3-45-6,0.33034571062740076,0.2708438033407399,0.25393484488005463,0.09087012497340964
01-2-3-4-56,0.3380281690140845,0.2631075974308813,0.24980647304287035,0.08419286442993987
0-1-2-345-6,0.26888604353393086,0.27469692142836455,0.2492900329267774,0.08785504837634116
01-2-34-5-6,0.3213828425096031,0.2603760327907695,0.24778958583132676,0.0821390204244484
0-1-2-34-56,0.2573623559539053,0.26859983495430073,0.24672100449841855,0.08142580120754929
0-12-3-45-6,0.3213828425096031,0.2783741169728562,0.24457039744998638,0.08365334859725634
0-123-4-5-6,0.39180537772087065,0.27033186309655055,0.24392431121785396,0.07845092579723024
0-12-3-4-56,0.3290653008962868,0.2706379110629976,0.2404420256128021,0.0769760880537866
0-12-34-5-6,0.31241997439180536,0.2679063464228858,0.2384251384012585,0.0749222440482951
012-3-4-5-6,0.43021766965428937,0.2557689328215644,0.2358497621441204,0.0710487672531355
