R:A::C:P,0 2 3 5,1 4,6
0 2 3 5,0.23132183908045978,0.11566091954022989,0.04597701149425287
1 4,0.16954022988505746,0.1235632183908046,0.033045977011494254
6,0.15229885057471265,0.0653735632183908,0.06321839080459771
