R:A::C:P,comedy,history,tragedy
comedy,0.6741573033707865,0.12921348314606743,0.19662921348314608
history,0.16071428571428573,0.75,0.08928571428571429
tragedy,0.3106796116504854,0.13592233009708737,0.5533980582524272
