R:A::C:P,0 3,1,2,4 6,5
0 3,0.11336032388663968,0.024291497975708502,0.02834008097165992,0.04048582995951417,0.012145748987854251
1,0.1862348178137652,0.05668016194331984,0.08906882591093117,0.10121457489878542,0.02834008097165992
2,0.06072874493927125,0.032388663967611336,0.04048582995951417,0.06477732793522267,0.020242914979757085
4 6,0.02834008097165992,0.004048582995951417,0.008097165991902834,0.024291497975708502,0.004048582995951417
5,0.016194331983805668,0.0,0.012145748987854251,0.004048582995951417,0.0
