R:A::C:P,0 6,1 3,2 4 5
0 6,0.37831858407079644,0.27427184466019416,0.3428030303030303
1 3,0.3584070796460177,0.3907766990291262,0.30303030303030304
2 4 5,0.26327433628318586,0.33495145631067963,0.3541666666666667
