R:A::C:P,0 3 5,1 4,2
0 3 5,0.4782608695652174,0.34782608695652173,0.17391304347826086
1 4,0.39473684210526316,0.2894736842105263,0.3157894736842105
2,0.5263157894736842,0.15789473684210525,0.3157894736842105
