R:A::C:P,0 3 5,1 4,2
0 3 5,0.3055555555555556,0.36363636363636365,0.18181818181818182
1 4,0.4166666666666667,0.5,0.5454545454545454
2,0.2777777777777778,0.13636363636363635,0.2727272727272727
