R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.744874715261959,0.10022779043280182,0.1548974943052392
4,0.4583333333333333,0.0,0.5416666666666666
5 6,0.5396825396825397,0.2222222222222222,0.23809523809523808
