R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.5362318840579711,0.3333333333333333,0.4,0.5555555555555556
1,0.391304347826087,0.6666666666666666,0.4,0.4444444444444444
3,0.043478260869565216,0.0,0.13333333333333333,0.0
5,0.028985507246376812,0.0,0.06666666666666667,0.0
