R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.6271186440677966,0.1864406779661017,0.1016949152542373,0.0847457627118644
1,0.4576271186440678,0.3728813559322034,0.1016949152542373,0.06779661016949153
3,0.6,0.0,0.4,0.0
5,0.6666666666666666,0.0,0.3333333333333333,0.0
