R:A::C:P,0,1,2,3,4,5,6,7,p
0,0.26865671641791045,0.17391304347826086,0.06818181818181818,0.08571428571428572,0.14285714285714285,0.2,0.09259259259259259,0.3076923076923077,0.06382978723404255
1,0.44776119402985076,0.45652173913043476,0.38636363636363635,0.42857142857142855,0.3469387755102041,0.16,0.42592592592592593,0.4230769230769231,0.5957446808510638
2,0.1044776119402985,0.32608695652173914,0.2727272727272727,0.2,0.1836734693877551,0.24,0.2962962962962963,0.07692307692307693,0.14893617021276595
3,0.014925373134328358,0.021739130434782608,0.11363636363636363,0.08571428571428572,0.04081632653061224,0.16,0.037037037037037035,0.0,0.0851063829787234
4,0.014925373134328358,0.0,0.022727272727272728,0.02857142857142857,0.12244897959183673,0.0,0.037037037037037035,0.0,0.06382978723404255
5,0.04477611940298507,0.0,0.045454545454545456,0.11428571428571428,0.02040816326530612,0.12,0.05555555555555555,0.038461538461538464,0.0
6,0.014925373134328358,0.021739130434782608,0.06818181818181818,0.02857142857142857,0.10204081632653061,0.12,0.018518518518518517,0.038461538461538464,0.0
7,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0425531914893617
p,0.07462686567164178,0.0,0.022727272727272728,0.02857142857142857,0.04081632653061224,0.0,0.037037037037037035,0.038461538461538464,0.0
