R:A::C:P,antag,fool,other,protag
antag,0.022900763358778626,0.003816793893129771,0.026717557251908396,0.03435114503816794
fool,0.0,0.04961832061068702,0.007633587786259542,0.011450381679389313
other,0.16030534351145037,0.061068702290076333,0.30916030534351147,0.17938931297709923
protag,0.026717557251908396,0.007633587786259542,0.03816793893129771,0.061068702290076333
