R:A::C:P,0 4 5,1 3,2 6
0 4 5,0.49382716049382713,0.29218106995884774,0.2139917695473251
1 3,0.4451345755693582,0.3333333333333333,0.22153209109730848
2 6,0.4189189189189189,0.2702702702702703,0.3108108108108108
