R:A::C:P,0,1 2 6,3 4 5
0,0.3010752688172043,0.10365853658536585,0.12605042016806722
1 2 6,0.6236559139784946,0.7865853658536586,0.6386554621848739
3 4 5,0.07526881720430108,0.10975609756097561,0.23529411764705882
