R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.9431818181818182,0.7333333333333333,0.8260869565217391
3,0.011363636363636364,0.13333333333333333,0.08695652173913043
4 5 6,0.045454545454545456,0.13333333333333333,0.08695652173913043
