R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.6587301587301587,0.0873015873015873,0.15079365079365079
3,0.007936507936507936,0.015873015873015872,0.015873015873015872
4 5 6,0.031746031746031744,0.015873015873015872,0.015873015873015872
