R:A::C:P,0,1 6,2 4 5,3
0,0.5,0.19047619047619047,0.23809523809523808,0.07142857142857142
1 6,0.2833333333333333,0.225,0.35833333333333334,0.13333333333333333
2 4 5,0.136986301369863,0.273972602739726,0.4246575342465753,0.1643835616438356
3,0.0,0.16666666666666666,0.5,0.3333333333333333
