R:A::C:P,0 2 3,1 6,4,5
0 2 3,0.14942528735632185,0.09554597701149425,0.039511494252873564,0.039511494252873564
1 6,0.22198275862068967,0.1903735632183908,0.07543103448275862,0.0668103448275862
4,0.02658045977011494,0.007902298850574713,0.011494252873563218,0.00646551724137931
5,0.033045977011494254,0.016522988505747127,0.010057471264367816,0.009339080459770116
