R:A::C:P,0 6,1,2,3,4 5
0 6,0.25142857142857145,0.18604651162790697,0.14893617021276595,0.14516129032258066,0.2018348623853211
1,0.44571428571428573,0.5,0.425531914893617,0.3064516129032258,0.42201834862385323
2,0.15428571428571428,0.23255813953488372,0.2553191489361702,0.3387096774193548,0.1743119266055046
3,0.045714285714285714,0.03488372093023256,0.09574468085106383,0.08064516129032258,0.08256880733944955
4 5,0.10285714285714286,0.046511627906976744,0.07446808510638298,0.12903225806451613,0.11926605504587157
