R:A::C:P,0 6,1,2,3,4 5
0 6,0.41904761904761906,0.1523809523809524,0.13333333333333333,0.08571428571428572,0.20952380952380953
1,0.34513274336283184,0.1902654867256637,0.17699115044247787,0.084070796460177,0.20353982300884957
2,0.24324324324324326,0.18018018018018017,0.21621621621621623,0.1891891891891892,0.17117117117117117
3,0.23529411764705882,0.08823529411764706,0.2647058823529412,0.14705882352941177,0.2647058823529412
4 5,0.36,0.08,0.14,0.16,0.26
