R:A::C:P,antag,fool,other,protag
antag,0.0,0.08333333333333333,0.06962025316455696,0.06382978723404255
fool,0.16666666666666666,0.3333333333333333,0.02531645569620253,0.0425531914893617
other,0.6666666666666666,0.5,0.8354430379746836,0.6808510638297872
protag,0.16666666666666666,0.08333333333333333,0.06962025316455696,0.2127659574468085
