R:A::C:P,antag,fool,other,protag
antag,0.0,0.005089058524173028,0.05597964376590331,0.007633587786259542
fool,0.002544529262086514,0.020356234096692113,0.020356234096692113,0.005089058524173028
other,0.010178117048346057,0.030534351145038167,0.6717557251908397,0.08142493638676845
protag,0.002544529262086514,0.005089058524173028,0.05597964376590331,0.02544529262086514
