R:A::C:P,0,1 2 5,3 6,4
0,0.48148148148148145,0.37037037037037035,0.0,0.14814814814814814
1 2 5,0.21348314606741572,0.5842696629213483,0.1348314606741573,0.06741573033707865
3 6,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
4,0.25,0.25,0.25,0.25
