R:A::C:P,0 1,2 3 4,5,6
0 1,0.21254801536491677,0.14340588988476313,0.04481434058898848,0.05121638924455826
2 3 4,0.09475032010243278,0.15749039692701663,0.05377720870678617,0.028169014084507043
5,0.01792573623559539,0.026888604353393086,0.015364916773367477,0.012804097311139564
6,0.03713188220230474,0.06530089628681178,0.016645326504481434,0.02176696542893726
