R:A::C:P,0,1,2 6,3 5,4
0,0.12598425196850394,0.0811965811965812,0.02459016393442623,0.022988505747126436,0.031578947368421054
1,0.36220472440944884,0.43162393162393164,0.21584699453551912,0.16954022988505746,0.2631578947368421
2 6,0.3464566929133858,0.36752136752136755,0.5655737704918032,0.5632183908045977,0.46842105263157896
3 5,0.13385826771653545,0.09829059829059829,0.13387978142076504,0.1810344827586207,0.15263157894736842
4,0.031496062992125984,0.021367521367521368,0.060109289617486336,0.06321839080459771,0.08421052631578947
