                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0123-4-5-6   65.18%     28.93%     25.84%     3.26%   
                    012-34-5-6   55.06%     27.81%     24.63%     5.90%   
                    012-3-4-56   54.66%     38.03%     29.89%     11.85%  
                    0-1234-5-6   53.85%     27.16%     26.83%     6.05%   
                    012-3-45-6   53.85%     29.67%     25.92%     6.93%   
                    01-234-5-6   46.15%     25.01%     25.62%     6.37%   
                    0-123-4-56   44.94%     38.96%     32.04%     13.00%  
                    0-123-45-6   44.13%     30.61%     28.07%     8.07%   
                    01-23-4-56   42.51%     36.10%     31.04%     12.74%  
                    01-23-45-6   41.70%     27.75%     27.07%     7.81%   
                    01-2-345-6   40.08%     29.23%     26.84%     8.52%   
                    01-2-34-56   39.27%     32.94%     28.24%     10.27%  
                    01-2-3-456   38.46%     32.66%     28.00%     9.61%   
                    0-12-345-6   36.84%     33.44%     28.16%     10.54%  
                    0-12-34-56   36.03%     37.15%     29.56%     12.29%  
                    0-1-2345-6   35.63%     31.16%     27.33%     9.32%   
                    0-12-3-456   35.22%     36.87%     29.31%     11.63%  
                    0-1-234-56   31.58%     32.45%     27.45%     9.00%   
                    0-1-2-3456   27.53%     35.74%     27.69%     10.53%  
                    0-1-23-456   27.53%     33.04%     27.37%     8.76%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   44.94%     38.96%     32.04%     13.00%  
                    012-3-4-56   54.66%     38.03%     29.89%     11.85%  
                    0-12-34-56   36.03%     37.15%     29.56%     12.29%  
                    0-12-3-456   35.22%     36.87%     29.31%     11.63%  
                    01-23-4-56   42.51%     36.10%     31.04%     12.74%  
                    0-1-2-3456   27.53%     35.74%     27.69%     10.53%  
                    0-12-345-6   36.84%     33.44%     28.16%     10.54%  
                    0-1-23-456   27.53%     33.04%     27.37%     8.76%   
                    01-2-34-56   39.27%     32.94%     28.24%     10.27%  
                    01-2-3-456   38.46%     32.66%     28.00%     9.61%   
                    0-1-234-56   31.58%     32.45%     27.45%     9.00%   
                    0-1-2345-6   35.63%     31.16%     27.33%     9.32%   
                    0-123-45-6   44.13%     30.61%     28.07%     8.07%   
                    012-3-45-6   53.85%     29.67%     25.92%     6.93%   
                    01-2-345-6   40.08%     29.23%     26.84%     8.52%   
                    0123-4-5-6   65.18%     28.93%     25.84%     3.26%   
                    012-34-5-6   55.06%     27.81%     24.63%     5.90%   
                    01-23-45-6   41.70%     27.75%     27.07%     7.81%   
                    0-1234-5-6   53.85%     27.16%     26.83%     6.05%   
                    01-234-5-6   46.15%     25.01%     25.62%     6.37%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   44.94%     38.96%     32.04%     13.00%  
                    01-23-4-56   42.51%     36.10%     31.04%     12.74%  
                    012-3-4-56   54.66%     38.03%     29.89%     11.85%  
                    0-12-34-56   36.03%     37.15%     29.56%     12.29%  
                    0-12-3-456   35.22%     36.87%     29.31%     11.63%  
                    01-2-34-56   39.27%     32.94%     28.24%     10.27%  
                    0-12-345-6   36.84%     33.44%     28.16%     10.54%  
                    0-123-45-6   44.13%     30.61%     28.07%     8.07%   
                    01-2-3-456   38.46%     32.66%     28.00%     9.61%   
                    0-1-2-3456   27.53%     35.74%     27.69%     10.53%  
                    0-1-234-56   31.58%     32.45%     27.45%     9.00%   
                    0-1-23-456   27.53%     33.04%     27.37%     8.76%   
                    0-1-2345-6   35.63%     31.16%     27.33%     9.32%   
                    01-23-45-6   41.70%     27.75%     27.07%     7.81%   
                    01-2-345-6   40.08%     29.23%     26.84%     8.52%   
                    0-1234-5-6   53.85%     27.16%     26.83%     6.05%   
                    012-3-45-6   53.85%     29.67%     25.92%     6.93%   
                    0123-4-5-6   65.18%     28.93%     25.84%     3.26%   
                    01-234-5-6   46.15%     25.01%     25.62%     6.37%   
                    012-34-5-6   55.06%     27.81%     24.63%     5.90%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-123-4-56   44.94%     38.96%     32.04%     13.00%  
                    01-23-4-56   42.51%     36.10%     31.04%     12.74%  
                    0-12-34-56   36.03%     37.15%     29.56%     12.29%  
                    012-3-4-56   54.66%     38.03%     29.89%     11.85%  
                    0-12-3-456   35.22%     36.87%     29.31%     11.63%  
                    0-12-345-6   36.84%     33.44%     28.16%     10.54%  
                    0-1-2-3456   27.53%     35.74%     27.69%     10.53%  
                    01-2-34-56   39.27%     32.94%     28.24%     10.27%  
                    01-2-3-456   38.46%     32.66%     28.00%     9.61%   
                    0-1-2345-6   35.63%     31.16%     27.33%     9.32%   
                    0-1-234-56   31.58%     32.45%     27.45%     9.00%   
                    0-1-23-456   27.53%     33.04%     27.37%     8.76%   
                    01-2-345-6   40.08%     29.23%     26.84%     8.52%   
                    0-123-45-6   44.13%     30.61%     28.07%     8.07%   
                    01-23-45-6   41.70%     27.75%     27.07%     7.81%   
                    012-3-45-6   53.85%     29.67%     25.92%     6.93%   
                    01-234-5-6   46.15%     25.01%     25.62%     6.37%   
                    0-1234-5-6   53.85%     27.16%     26.83%     6.05%   
                    012-34-5-6   55.06%     27.81%     24.63%     5.90%   
                    0123-4-5-6   65.18%     28.93%     25.84%     3.26%   
