R:A::C:P,0 3,1 6,2,4 5
0 3,0.2692307692307692,0.1415929203539823,0.19607843137254902,0.25609756097560976
1 6,0.5076923076923077,0.5221238938053098,0.47058823529411764,0.4024390243902439
2,0.13846153846153847,0.2920353982300885,0.2549019607843137,0.2073170731707317
4 5,0.08461538461538462,0.04424778761061947,0.0784313725490196,0.13414634146341464
