R:A::C:P,0,1,2 3 5,4 6
0,0.3010752688172043,0.13559322033898305,0.10619469026548672,0.10810810810810811
1,0.5053763440860215,0.5254237288135594,0.37168141592920356,0.4144144144144144
2 3 5,0.16129032258064516,0.3050847457627119,0.4336283185840708,0.34234234234234234
4 6,0.03225806451612903,0.03389830508474576,0.08849557522123894,0.13513513513513514
