R:A::C:P,0 3 5,1,2 4,6
0 3 5,0.5036764705882353,0.15441176470588236,0.24632352941176472,0.09558823529411764
1,0.3963254593175853,0.2650918635170604,0.2335958005249344,0.10498687664041995
2 4,0.40804597701149425,0.15804597701149425,0.3074712643678161,0.12643678160919541
6,0.4398976982097187,0.09207161125319693,0.24296675191815856,0.22506393861892582
