R:A::C:P,0 3 5,1,2 4,6
0 3 5,0.09841954022988506,0.03017241379310345,0.048132183908045974,0.01867816091954023
1,0.10847701149425287,0.07255747126436782,0.0639367816091954,0.028735632183908046
2 4,0.10201149425287356,0.039511494252873564,0.07686781609195402,0.031609195402298854
6,0.1235632183908046,0.02586206896551724,0.06824712643678162,0.06321839080459771
