R:A::C:P,0,1,2,3,4,5,6,p
0,0,27,3,3,8,9,5,5
1,45,0,28,16,17,4,25,31
2,8,18,0,14,10,6,17,8
3,1,1,6,0,3,4,3,4
4,3,0,1,3,0,0,2,5
5,4,0,2,6,1,0,3,1
6,1,2,4,1,5,3,0,0
p,6,0,1,1,2,0,2,0
