R:A::C:P,0,1 3,2,4 6,5
0,0.029449423815621,0.023047375160051217,0.0076824583866837385,0.02176696542893726,0.011523687580025609
1 3,0.08194622279129321,0.15108834827144688,0.056338028169014086,0.08962868117797695,0.04353393085787452
2,0.029449423815621,0.07042253521126761,0.03841229193341869,0.04865556978233035,0.03329065300896287
4 6,0.024327784891165175,0.04737516005121639,0.026888604353393086,0.06530089628681178,0.026888604353393086
5,0.008962868117797696,0.01792573623559539,0.006402048655569782,0.024327784891165175,0.015364916773367477
