R:A::C:P,antag,fool,other,protag
antag,0.13043478260869565,0.043478260869565216,0.6956521739130435,0.13043478260869565
fool,0.16666666666666666,0.5,0.2777777777777778,0.05555555555555555
other,0.11827956989247312,0.04838709677419355,0.6881720430107527,0.14516129032258066
protag,0.14285714285714285,0.05714285714285714,0.45714285714285713,0.34285714285714286
