R:A::C:P,antag,fool,other,protag
antag,0.011450381679389313,0.003816793893129771,0.061068702290076333,0.011450381679389313
fool,0.011450381679389313,0.03435114503816794,0.019083969465648856,0.003816793893129771
other,0.08396946564885496,0.03435114503816794,0.48854961832061067,0.10305343511450382
protag,0.019083969465648856,0.007633587786259542,0.061068702290076333,0.04580152671755725
