R:A::C:P,0 2 4,1,3 5 6
0 2 4,0.24696356275303644,0.05263157894736842,0.13360323886639677
1,0.27530364372469635,0.05668016194331984,0.12955465587044535
3 5 6,0.04048582995951417,0.008097165991902834,0.05668016194331984
