R:A::C:P,comedy,history,tragedy
comedy,0.4247191011235955,0.2051792828685259,0.2813688212927757
history,0.21348314606741572,0.50199203187251,0.26996197718631176
tragedy,0.36179775280898874,0.29282868525896416,0.44866920152091255
