R:A::C:P,comedy,history,tragedy
comedy,0.12830957230142567,0.06992532247114731,0.10047522063815342
history,0.06449422946367957,0.1710794297352342,0.09640190088255261
tragedy,0.10930074677528853,0.09979633401221996,0.16021724372029872
