R:A::C:P,0 6,1 4,2 3,5
0 6,0.09308510638297872,0.05851063829787234,0.02925531914893617,0.02127659574468085
1 4,0.20212765957446807,0.15691489361702127,0.10904255319148937,0.010638297872340425
2 3,0.07712765957446809,0.09042553191489362,0.0797872340425532,0.026595744680851064
5,0.018617021276595744,0.0026595744680851063,0.015957446808510637,0.007978723404255319
