R:A::C:P,0 4 6,1 2 3,5
0 4 6,0.40809968847352024,0.33448275862068966,0.4823529411764706
1 2 3,0.5264797507788161,0.5948275862068966,0.4411764705882353
5,0.06542056074766354,0.0706896551724138,0.07647058823529412
