R:A::C:P,0,1,2 3 5,4 6
0,0.3230769230769231,0.1724137931034483,0.08421052631578947,0.13793103448275862
1,0.5076923076923077,0.4827586206896552,0.4421052631578947,0.43103448275862066
2 3 5,0.13846153846153847,0.3103448275862069,0.3894736842105263,0.3275862068965517
4 6,0.03076923076923077,0.034482758620689655,0.08421052631578947,0.10344827586206896
