R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.5817490494296578,0.1634980988593156,0.09505703422053231
3 5,0.06273764258555133,0.03612167300380228,0.015209125475285171
4,0.030418250950570342,0.015209125475285171,0.0
