R:A::C:P,0,1 2 5,3 4
0,0.36363636363636365,0.21739130434782608,0.08333333333333333
1 2 5,0.6363636363636364,0.6956521739130435,0.8333333333333334
3 4,0.0,0.08695652173913043,0.08333333333333333
