                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0123-4-5-6   63.69%     24.03%     25.04%     4.07%   
                    0124-3-5-6   61.98%     27.32%     27.12%     5.38%   
                    0125-3-4-6   60.27%     26.72%     26.67%     4.07%   
                    0126-3-4-5   59.13%     20.98%     21.80%     -1.07%  
                    012-3-46-5   54.75%     28.80%     27.56%     7.61%   
                    012-35-4-6   54.75%     29.43%     28.62%     8.63%   
                    012-3-45-6   54.56%     31.69%     29.82%     9.98%   
                    012-36-4-5   53.61%     23.51%     24.15%     3.60%   
                    012-3-4-56   53.42%     25.74%     25.57%     5.12%   
                    012-34-5-6   52.66%     24.96%     25.38%     4.57%   
                    0145-2-3-6   51.14%     31.35%     30.68%     9.07%   
                    0-1234-5-6   50.76%     30.32%     28.57%     6.29%   
                    0-1235-4-6   50.57%     30.18%     28.62%     6.93%   
                    0135-2-4-6   50.19%     27.19%     27.72%     4.77%   
                    0146-2-3-5   49.62%     25.42%     25.67%     3.46%   
                    0134-2-5-6   49.05%     26.86%     27.16%     2.85%   
                    0-1236-4-5   48.86%     24.33%     23.55%     1.34%   
                    0-1245-3-6   48.86%     33.33%     30.53%     8.21%   
                    0-1246-3-5   48.48%     27.92%     25.97%     4.15%   
                    014-23-5-6   48.29%     30.28%     30.47%     9.22%   
                    0136-2-4-5   47.34%     20.82%     22.21%     -2.34%  
                    015-23-4-6   47.34%     29.80%     30.18%     8.82%   
                    0156-2-3-4   47.34%     24.49%     24.90%     1.64%   
                    01-235-4-6   46.01%     30.44%     30.70%     10.45%  
                    016-23-4-5   45.63%     23.84%     25.09%     3.23%   
                    01-236-4-5   45.44%     24.98%     26.32%     5.90%   
                    014-2-35-6   45.25%     33.43%     32.02%     10.86%  
                    014-26-3-5   45.25%     26.15%     26.41%     4.53%   
                    0-1256-3-4   44.87%     26.66%     24.69%     0.81%   
                    01-234-5-6   44.68%     29.55%     29.64%     8.75%   
                    014-25-3-6   44.68%     30.17%     29.48%     7.29%   
                    0-123-46-5   44.49%     31.71%     28.79%     8.35%   
                    015-24-3-6   44.49%     30.52%     29.78%     7.62%   
                    0-123-45-6   44.30%     34.60%     31.04%     10.73%  
                    013-24-5-6   44.30%     26.80%     27.02%     3.83%   
                    015-2-3-46   44.30%     32.32%     30.67%     9.43%   
                    015-26-3-4   44.30%     25.67%     26.12%     4.13%   
                    013-2-46-5   44.11%     28.60%     27.91%     5.64%   
                    013-26-4-5   44.11%     21.95%     23.36%     0.34%   
                    014-2-36-5   44.11%     27.50%     27.55%     5.82%   
                    01-23-46-5   43.92%     31.94%     31.21%     11.31%  
                    013-2-45-6   43.92%     31.49%     30.17%     8.02%   
                    014-2-3-56   43.92%     29.74%     28.97%     7.34%   
                    05-123-4-6   43.92%     28.18%     26.98%     5.81%   
                    01-23-45-6   43.73%     34.83%     33.47%     13.69%  
                    01-246-3-5   43.73%     27.33%     27.47%     6.64%   
                    013-25-4-6   43.54%     25.97%     26.43%     3.10%   
                    04-123-5-6   43.35%     27.59%     26.31%     4.94%   
                    06-123-4-5   43.35%     22.88%     22.87%     1.28%   
                    0-123-4-56   43.16%     28.65%     26.80%     5.86%   
                    015-2-36-4   43.16%     27.02%     27.26%     5.42%   
                    0-124-35-6   42.97%     35.46%     31.71%     10.69%  
                    01-245-3-6   42.97%     31.62%     30.84%     9.69%   
                    013-2-4-56   42.78%     25.53%     25.92%     3.15%   
                    016-24-3-5   42.78%     24.57%     24.69%     2.02%   
                    01-23-4-56   42.59%     28.88%     29.22%     8.82%   
                    016-2-35-4   42.59%     26.99%     26.63%     4.86%   
                    016-2-3-45   42.40%     29.25%     27.83%     6.21%   
                    05-124-3-6   42.40%     31.30%     28.85%     7.12%   
                    015-2-34-6   42.21%     28.48%     28.48%     6.40%   
                    01-2-3-456   42.02%     33.91%     31.88%     12.20%  
                    016-25-3-4   42.02%     23.73%     24.10%     1.30%   
                    03-124-5-6   42.02%     27.54%     26.29%     4.11%   
                    0-124-36-5   41.83%     29.53%     27.24%     5.65%   
                    06-124-3-5   41.83%     25.99%     24.74%     2.59%   
                    0-124-3-56   41.63%     31.77%     28.67%     7.17%   
                    01-256-3-4   41.63%     25.63%     26.10%     4.61%   
                    01-2-345-6   41.25%     33.98%     32.30%     12.30%  
                    01-2-356-4   41.06%     28.99%     28.79%     8.48%   
                    01-24-35-6   41.06%     33.30%     31.87%     11.13%  
                    01-2-35-46   40.87%     35.09%     32.76%     12.95%  
                    01-26-35-4   40.87%     28.44%     28.21%     7.65%   
                    0-125-3-46   40.68%     33.94%     29.77%     7.95%   
                    01-26-3-45   40.68%     30.70%     29.41%     9.00%   
                    016-2-34-5   40.49%     22.52%     23.39%     0.80%   
                    01-2-346-5   40.30%     28.16%     27.87%     7.28%   
                    01-25-3-46   40.30%     31.83%     30.22%     9.38%   
                    0-126-35-4   40.11%     29.17%     26.25%     4.83%   
                    0-126-3-45   39.92%     31.43%     27.45%     6.18%   
                    0-1345-2-6   39.92%     33.20%     31.03%     7.87%   
                    01-24-36-5   39.92%     27.37%     27.40%     6.09%   
                    0235-1-4-6   39.92%     26.79%     25.57%     4.03%   
