name,overall,average,f1,mcc
0123-4-5-6,0.6368821292775665,0.24027273286954381,0.2503834471143725,0.04066807755088893
0124-3-5-6,0.6197718631178707,0.27321969233733945,0.27118350955310055,0.05378225340669771
0125-3-4-6,0.6026615969581749,0.2671528666649453,0.2667413463907366,0.0406645057858006
0126-3-4-5,0.591254752851711,0.20984162895927602,0.21801155374320366,-0.010668761683901053
012-3-46-5,0.5475285171102662,0.28803975141969357,0.27563231991585646,0.07610045768239593
012-35-4-6,0.5475285171102662,0.29433183183183187,0.2862112651200484,0.08634476746203809
012-3-45-6,0.5456273764258555,0.31692987104751813,0.2982201401336813,0.0998438409428682
012-36-4-5,0.5361216730038023,0.2350547730829421,0.24150624656242634,0.03595230656250905
012-3-4-56,0.5342205323193916,0.2573996265172736,0.2557289605049039,0.051195312160303215
012-34-5-6,0.526615969581749,0.24964792378585482,0.2537698804347201,0.0457456858667998
0145-2-3-6,0.5114068441064639,0.31347746515325176,0.30675186390316816,0.09073204622063873
0-1234-5-6,0.5076045627376425,0.3031977621702119,0.28567460887166096,0.06289534458001897
0-1235-4-6,0.5057034220532319,0.30183150256494456,0.2861542251786154,0.06934272449168871
0135-2-4-6,0.5019011406844106,0.2719499160177126,0.2771560189979645,0.04769159008609007
0146-2-3-5,0.49619771863117873,0.25419904162654783,0.25668507695833637,0.03462421057324503
0134-2-5-6,0.49049429657794674,0.26861947174447176,0.27156125921724333,0.02851916956927881
0-1236-4-5,0.48859315589353614,0.24325980392156862,0.2354552721459196,0.013447157692168026
0-1245-3-6,0.48859315589353614,0.33329482012792544,0.3052925387880829,0.08213907495046732
0-1246-3-5,0.4847908745247148,0.27915311853384567,0.2597443320873938,0.04150874775058535
014-23-5-6,0.4828897338403042,0.3027907706014407,0.30472632151233964,0.09223921679841932
0136-2-4-5,0.47338403041825095,0.20816364309514995,0.22205402722631878,-0.023432365394619646
015-23-4-6,0.47338403041825095,0.29796569198508854,0.30181268598584216,0.08824154240974023
0156-2-3-4,0.47338403041825095,0.24488038458626696,0.24900276623281928,0.01644333613807469
01-235-4-6,0.4600760456273764,0.304412092006077,0.3069504224454009,0.10453259664047626
016-23-4-5,0.45627376425855515,0.23843108657151785,0.25087826613989406,0.03230972134634825
01-236-4-5,0.4543726235741445,0.2498037676609105,0.26324681308554754,0.05902881325380157
014-2-35-6,0.4524714828897338,0.334287353391127,0.32016955715760875,0.10857108802770264
014-26-3-5,0.4524714828897338,0.2614799872014078,0.26412022867815554,0.04532721348285127
0-1256-3-4,0.44866920152091255,0.26658088235294114,0.24689666636782018,0.00811255364209472
01-234-5-6,0.4467680608365019,0.2955103999060043,0.2963615045457781,0.08747852508910539
014-25-3-6,0.4467680608365019,0.30169995169144537,0.2948180812493864,0.07291383764680487
0-123-46-5,0.4448669201520912,0.3170943292256587,0.2878618075072935,0.08353935166968549
015-24-3-6,0.4448669201520912,0.3052284821586292,0.2977919590053165,0.07615598772583439
0-123-45-6,0.4429657794676806,0.34598444885348323,0.3104496277251183,0.10728273493015775
013-24-5-6,0.4429657794676806,0.2680445689592031,0.27019008521061166,0.03827091315121326
015-2-3-46,0.4429657794676806,0.3231701943626365,0.30667697642691927,0.09432910385938142
015-26-3-4,0.4429657794676806,0.25665490858505563,0.261206593151658,0.04132953909417218
013-2-46-5,0.44106463878326996,0.2859862811632104,0.27907510263221447,0.056444029284760285
013-26-4-5,0.44106463878326996,0.21947099538562953,0.2336047193569531,0.0034444645195510527
014-2-36-5,0.44106463878326996,0.27501029464223725,0.27546453859998665,0.0581786271281736
01-23-46-5,0.4391634980988593,0.31943909276542726,0.3121386387793915,0.11313681186269808
013-2-45-6,0.4391634980988593,0.31487640079103496,0.30166292285003926,0.08018741254523255
014-2-3-56,0.4391634980988593,0.2973551480765687,0.28968725254246425,0.07342163272596777
05-123-4-6,0.4391634980988593,0.2817666766382142,0.26977114478248443,0.05810298108725845
01-23-45-6,0.4372623574144487,0.3483292123932518,0.3347264589972163,0.13688019512317035
01-246-3-5,0.4372623574144487,0.27332735419749293,0.274726506456241,0.06637314374068318
013-25-4-6,0.435361216730038,0.25969095987566704,0.264302571928184,0.031031088683504657
04-123-5-6,0.43346007604562736,0.27586935933941675,0.26314776815910784,0.04942992694185015
06-123-4-5,0.43346007604562736,0.22875112309074574,0.22865299463994407,0.012801186817999945
0-123-4-56,0.43155893536121676,0.2864542043232387,0.2679584480963409,0.05863420614759276
015-2-36-4,0.43155893536121676,0.270185216025885,0.2725509030734891,0.054180952739494526
0-124-35-6,0.4296577946768061,0.3545829498228879,0.31713874980379353,0.10689110480597694
01-245-3-6,0.4296577946768061,0.316195867301092,0.308419439539418,0.09686080729404184
013-2-4-56,0.42775665399239543,0.2553461562607904,0.25917174322126185,0.031538883762667565
016-24-3-5,0.42775665399239543,0.24569387674505855,0.24685753915936842,0.0202241666624424
01-23-4-56,0.42585551330798477,0.2887989678630073,0.2922352793684389,0.08823166634060536
016-2-35-4,0.42585551330798477,0.2699276693612041,0.2663215017851631,0.04864159257563158
016-2-3-45,0.42395437262357416,0.2925257085768904,0.278330376798796,0.062140666056461694
05-124-3-6,0.42395437262357416,0.3129632168233051,0.28846914187479256,0.07121042444390775
015-2-34-6,0.4220532319391635,0.28477836672879775,0.2848145369457829,0.06397433204378526
