R:A::C:P,0 6,1,2,3,4 5
0 6,0.36774193548387096,0.11827956989247312,0.1010752688172043,0.12473118279569892,0.28817204301075267
1,0.3464566929133858,0.2650918635170604,0.10236220472440945,0.08923884514435695,0.1968503937007874
2,0.28,0.18181818181818182,0.14909090909090908,0.14181818181818182,0.24727272727272728
3,0.29411764705882354,0.10784313725490197,0.14705882352941177,0.14705882352941177,0.30392156862745096
4 5,0.2485207100591716,0.10059171597633136,0.15384615384615385,0.1893491124260355,0.3076923076923077
