R:A::C:P,0 6,1,2,3,4 5
0 6,0.12284482758620689,0.039511494252873564,0.033764367816091954,0.041666666666666664,0.09626436781609195
1,0.09482758620689655,0.07255747126436782,0.028017241379310345,0.02442528735632184,0.05387931034482758
2,0.05531609195402299,0.035919540229885055,0.029454022988505746,0.028017241379310345,0.04885057471264368
3,0.021551724137931036,0.007902298850574713,0.010775862068965518,0.010775862068965518,0.022270114942528736
4 5,0.03017241379310345,0.01221264367816092,0.01867816091954023,0.022988505747126436,0.03735632183908046
