R:A::C:P,0,1,2,3,4,5,6,7
0,19,11,10,6,5,5,2,10
1,40,39,39,19,27,18,11,33
2,11,18,24,20,10,9,9,10
3,2,3,8,5,2,7,4,3
4,3,2,5,1,0,7,6,0
5,6,2,2,7,6,0,3,0
6,3,3,4,3,8,4,8,4
7,4,1,0,0,1,0,0,1
