R:A::C:P,0 5 6,1,2,3 4
0 5 6,0.3302752293577982,0.25170068027210885,0.2169811320754717,0.3582089552238806
1,0.37003058103975534,0.47619047619047616,0.330188679245283,0.26865671641791045
2,0.18960244648318042,0.2108843537414966,0.2830188679245283,0.24378109452736318
3 4,0.11009174311926606,0.061224489795918366,0.16981132075471697,0.12935323383084577
