R:A::C:P,0,1,2 4 5,3 6
0,0.08502024291497975,0.020242914979757085,0.04048582995951417,0.024291497975708502
1,0.13360323886639677,0.05668016194331984,0.1700404858299595,0.10121457489878542
2 4 5,0.04048582995951417,0.032388663967611336,0.12550607287449392,0.09716599190283401
3 6,0.004048582995951417,0.008097165991902834,0.02834008097165992,0.032388663967611336
