R:A::C:P,0 3,1 4 5,2
0 3,0.4090909090909091,0.4090909090909091,0.18181818181818182
1 4 5,0.358974358974359,0.3333333333333333,0.3076923076923077
2,0.5263157894736842,0.15789473684210525,0.3157894736842105
