R:A::C:P,0,1 2 3,4 5,6
0,0.5,0.2857142857142857,0.14285714285714285,0.07142857142857142
1 2 3,0.2222222222222222,0.46111111111111114,0.18888888888888888,0.12777777777777777
4 5,0.15789473684210525,0.47368421052631576,0.2631578947368421,0.10526315789473684
6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0
