R:A::C:P,0,1 2 3,4 5,6
0,0.08502024291497975,0.048582995951417005,0.024291497975708502,0.012145748987854251
1 2 3,0.16194331983805668,0.3360323886639676,0.13765182186234817,0.0931174089068826
4 5,0.012145748987854251,0.03643724696356275,0.020242914979757085,0.008097165991902834
6,0.004048582995951417,0.016194331983805668,0.004048582995951417,0.0
