R:A::C:P,0 6,1,2 3 4 5
0 6,0.12284482758620689,0.039511494252873564,0.17169540229885058
1,0.09482758620689655,0.07255747126436782,0.10632183908045977
2 3 4 5,0.10704022988505747,0.05603448275862069,0.22916666666666666
