R:A::C:P,0 6,1,2 3 4 5
0 6,0.37831858407079644,0.23504273504273504,0.3385269121813031
1,0.2920353982300885,0.43162393162393164,0.2096317280453258
2 3 4 5,0.32964601769911506,0.3333333333333333,0.4518413597733711
