R:A::C:P,0 2 4,1 5,3,6
0 2 4,0.18181818181818182,0.11267605633802817,0.04225352112676056,0.026888604353393086
1 5,0.17797695262483995,0.147247119078105,0.04865556978233035,0.05761843790012804
3,0.024327784891165175,0.020486555697823303,0.011523687580025609,0.0076824583866837385
6,0.06145966709346991,0.03841229193341869,0.019206145966709345,0.02176696542893726
