R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.9285714285714286,0.8421052631578947,0.9285714285714286
4,0.031746031746031744,0.15789473684210525,0.0
5 6,0.03968253968253968,0.0,0.07142857142857142
