R:A::C:P,0,1,2 3,4 5,6
0,0.2153846153846154,0.13953488372093023,0.10256410256410256,0.09174311926605505,0.044444444444444446
1,0.5153846153846153,0.5,0.3782051282051282,0.42201834862385323,0.24444444444444444
2 3,0.15384615384615385,0.26744186046511625,0.3782051282051282,0.25688073394495414,0.3333333333333333
4 5,0.06923076923076923,0.046511627906976744,0.09615384615384616,0.11926605504587157,0.2
6,0.046153846153846156,0.046511627906976744,0.04487179487179487,0.11009174311926606,0.17777777777777778
