R:A::C:P,0,1,2 4,3 6,5
0,0.43243243243243246,0.25675675675675674,0.17567567567567569,0.06756756756756757,0.06756756756756757
1,0.24146981627296588,0.2650918635170604,0.2335958005249344,0.1942257217847769,0.06561679790026247
2 4,0.13505747126436782,0.15804597701149425,0.3074712643678161,0.27586206896551724,0.1235632183908046
3 6,0.13387423935091278,0.09533468559837728,0.2535496957403651,0.34685598377281945,0.17038539553752535
5,0.17708333333333334,0.125,0.25,0.3125,0.13541666666666666
